City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
476,Yashkul,RU,79.95,few clouds,46.1711,45.3435,"Gostinitsa ""Putnik"""
477,Maragogi,BR,75.16,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
478,Gurupa,BR,77.9,overcast clouds,-1.405,-51.64,Hotel Vitória
479,Auki,SB,79.25,scattered clouds,-8.7676,160.7034,Auki Motel
480,Marigot,MF,84.74,scattered clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
482,Rincon,US,83.86,broken clouds,32.296,-81.2354,Days Inn Rincon
488,Port Blair,IN,80.94,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
496,Placido De Castro,BR,84.25,clear sky,-10.3353,-67.1856,Hotel Carioca
503,Cadiz,ES,75.13,clear sky,36.5,-5.75,Hacienda Barriche
506,Siniscola,IT,78.35,clear sky,40.5719,9.6922,Hotel Sa Tanca E Bore
507,Kihei,US,84.22,scattered clouds,20.785,-156.4656,Maui Sunset
510,Fukue,JP,80.6,heavy intensity rain,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
515,Tayum,PH,81.39,overcast clouds,17.6172,120.6542,Bangued Abra
521,Sanand,IN,84.42,overcast clouds,22.9833,72.3833,OYO Flagship 22887 Hotel Prerna Narmada Vasahat
524,Terra Santa,BR,81.72,broken clouds,-2.1042,-56.4869,Hotel Sarah
530,Erzin,TR,76.57,clear sky,36.9559,36.2,Artemis Otel
532,The Valley,AI,84.81,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
533,Overath,DE,78.39,clear sky,50.9328,7.2839,Hotel Alte Poststation
534,Bucksport,US,76.3,overcast clouds,44.5737,-68.7956,Fort Knox Park Inn
535,Dhidhdhoo,MV,81.97,overcast clouds,6.8833,73.1,Dhidhoo beach
537,Manoharpur,IN,88.11,overcast clouds,27.3,75.95,कैथल हरियाणा होटल
539,Katsuura,JP,78.87,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
541,Natal,BR,77.22,light rain,-5.795,-35.2094,Villa Park Hotel | Natal
544,Hailey,US,84.9,clear sky,43.5196,-114.3153,Wood River Inn & Suites
549,Keti Bandar,PK,82.4,overcast clouds,24.1447,67.4497,Haji laloo memon house
550,Palmer,US,76.21,mist,42.1584,-72.3287,Wedgewood Motel
557,Parrita,CR,79.93,overcast clouds,9.5201,-84.3225,Beso del Viento
558,Tiarei,PF,82.42,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
565,Kavaratti,IN,80.1,overcast clouds,10.5669,72.642,Green leaf
567,Makakilo City,US,82.69,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
568,Boa Vista,BR,80.58,moderate rain,2.8197,-60.6733,Aipana Plaza Hotel
569,Palmas Bellas,PA,82.26,overcast clouds,9.2319,-80.0867,Antigua Residencia Galván
586,Cayenne,GF,82.09,mist,4.9333,-52.3333,Hôtel Le Dronmi
587,Nova Olimpia,BR,79.27,scattered clouds,-14.7972,-57.2881,Motel glamour
591,Puerto Ayacucho,VE,79.68,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
593,Dharmadam,IN,76.53,overcast clouds,11.7833,75.4333,Samudra Homes
594,Albanel,CA,86.14,broken clouds,48.8832,-72.4487,Camping municipal d'Albanel
596,Progreso,MX,86.11,broken clouds,21.2833,-89.6667,Playa Linda Hotel
602,Bocana De Paiwas,NI,77.29,overcast clouds,12.7857,-85.1227,Guapinol Cabaña Monge
603,Shenjiamen,CN,77.0,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
604,Sabang,ID,82.31,few clouds,5.8933,95.3214,Hotel Citra
608,Cilegon,ID,77.32,scattered clouds,-6.0174,106.0538,Forbis Hotel
609,Le Vauclin,MQ,84.25,scattered clouds,14.5452,-60.8388,Hôtel Cap Macabou
616,Itaporanga,BR,76.87,few clouds,-7.3044,-38.1503,Hotel Rainha do Vale
618,Madison,US,83.1,clear sky,34.7334,-86.5667,Embassy Suites by Hilton Huntsville
621,Hithadhoo,MV,81.37,overcast clouds,-0.6,73.0833,Scoop Guest House
627,Assiniboia,CA,84.02,scattered clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
631,Port Hawkesbury,CA,83.32,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
634,Puqi,CN,78.35,overcast clouds,29.7167,113.8833,Ramada Plaza Chibi
635,Djenne,ML,87.49,broken clouds,13.9061,-4.5533,Hôtel Chez Baba
641,Seydi,TM,89.06,clear sky,39.4816,62.9137,Seydi oteli
643,Salisbury,GB,79.09,clear sky,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
645,Bandarbeyla,SO,75.76,broken clouds,9.4942,50.8122,JABIR HOTEL
646,Gloversville,US,77.04,overcast clouds,43.0528,-74.3438,"Holiday Inn Johnstown-Gloversville, an IHG Hotel"
648,Chabahar,IR,86.11,overcast clouds,25.2919,60.643,هتل گدروشیا
649,Olinda,BR,78.53,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
650,Riohacha,CO,87.91,scattered clouds,11.5444,-72.9072,Hotel Taroa
651,Vinh,VN,80.91,overcast clouds,18.6667,105.6667,Vuong Hoan 2
652,Rock Sound,BS,82.72,clear sky,24.9,-76.2,Pink Corral Bay Property
653,Porto Nacional,BR,87.8,clear sky,-10.7081,-48.4172,Vila Real Hotel
657,Letpadan,MM,77.43,overcast clouds,17.7833,95.75,AUNG MYO KYAW
663,Awjilah,LY,86.5,clear sky,29.1081,21.2869,المنزل
664,Santa Cruz,BO,80.06,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
665,Inirida,CO,79.45,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
667,Shingu,JP,80.26,moderate rain,33.7333,135.9833,Shingu UI Hotel
668,Lamu,KE,75.42,light rain,-2.2717,40.902,Lamu House
670,Ladario,BR,87.89,clear sky,-19.0047,-57.6017,Hotel Fazenda 4 cantos
673,Santa Isabel Do Rio Negro,BR,78.94,overcast clouds,-0.4139,-65.0192,Hotel GSA
676,Hearst,CA,86.25,broken clouds,49.6835,-83.6665,Companion
678,Rexburg,US,87.78,clear sky,43.826,-111.7897,AmericInn by Wyndham Rexburg BYUI
679,Cukai,MY,78.75,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
680,Nago,JP,84.63,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
681,Cobija,BO,82.15,clear sky,-11.0267,-68.7692,Hotel Obelisco
682,Nisia Floresta,BR,77.38,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
683,Margate,GB,77.31,scattered clouds,51.3813,1.3862,Premier Inn Margate hotel
690,Matehuala,MX,87.01,clear sky,23.65,-100.65,Las Palmas Midway Inn
691,Marsa Matruh,EG,76.98,clear sky,31.3525,27.2453,Beau Site
696,Ansermanuevo,CO,83.17,few clouds,4.7972,-75.995,Wayra Eco aventura
698,Flin Flon,CA,84.04,smoke,54.7682,-101.865,Victoria Inn Flin Flon
700,Japura,ID,75.22,few clouds,-0.3167,102.35,Rumah mbah Jamah
