City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Novokizhinginsk,RU,51.6115,109.5917,62.8,59,69,2.75,broken clouds
346,Llanes,ES,43.4198,-4.7549,70.66,82,76,9.55,broken clouds
347,Constantine,DZ,36.365,6.6147,83.61,32,0,6.91,clear sky
348,Mount Isa,AU,-20.7333,139.5,51.57,54,0,1.14,clear sky
349,Geraldton,AU,-28.7667,114.6,55.81,94,100,11.5,overcast clouds
350,Terrace Bay,CA,48.7834,-87.1,55.87,83,60,5.3,broken clouds
351,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,79.81,80,56,2.35,broken clouds
352,Lavrentiya,RU,65.5833,-171.0,38.21,73,99,14.76,overcast clouds
353,Bafq,IR,31.6128,55.4107,86.68,10,0,6.71,clear sky
354,Asau,RO,46.4333,26.4,60.96,73,99,2.95,overcast clouds
355,Lingao,CN,19.9103,109.6859,81.09,87,100,8.81,overcast clouds
356,Semnan,IR,35.5729,53.3971,85.82,13,0,10.45,clear sky
357,Shestakovo,RU,56.4915,103.96,59.72,99,100,3.87,light rain
358,Sobolevo,RU,54.4299,31.8996,55.63,86,92,5.61,overcast clouds
359,Malakwal,PK,32.5536,73.2123,90.82,55,5,5.08,clear sky
360,Gambela,ET,8.25,34.5833,69.94,94,95,1.59,overcast clouds
361,Beloha,MG,-25.1667,45.05,63.81,80,1,10.54,clear sky
362,Gazli,UZ,40.1333,63.45,90.55,21,0,20.94,clear sky
363,Ancud,CL,-41.8697,-73.8203,43.23,71,12,7.54,few clouds
364,La Ronge,CA,55.1001,-105.2842,84.42,28,40,10.36,scattered clouds
365,Thunder Bay,CA,48.4001,-89.3168,87.78,40,75,11.5,broken clouds
366,Merauke,ID,-8.4667,140.3333,75.78,89,80,12.33,broken clouds
367,Hobyo,SO,5.3505,48.5268,76.01,79,62,24.81,broken clouds
368,Koscierzyna,PL,54.1223,17.9812,64.36,72,96,4.88,overcast clouds
369,Limbang,MY,4.75,115.0,78.91,86,100,2.08,overcast clouds
370,Destin,US,30.3935,-86.4958,90.64,70,40,12.66,scattered clouds
371,Teknaf,BD,20.8624,92.3058,80.62,88,100,4.09,overcast clouds
372,Panaba,MX,21.2833,-88.2667,92.53,47,65,13.71,broken clouds
373,Carnarvon,AU,-24.8667,113.6333,61.9,66,0,14.43,clear sky
374,Kyren,RU,51.6828,102.1408,60.49,96,97,2.91,overcast clouds
375,Porto Novo,BJ,6.4965,2.6036,76.82,81,71,6.49,broken clouds
376,Kaka,TM,37.3482,59.6143,89.33,13,0,6.49,clear sky
377,Lorengau,PG,-2.0226,147.2712,80.53,76,96,4.94,light rain
378,Tautira,PF,-17.7333,-149.15,75.45,74,16,7.18,light rain
379,Namatanai,PG,-3.6667,152.4333,79.52,77,96,7.81,overcast clouds
380,Cervo,ES,43.6702,-7.4101,63.97,84,80,1.95,broken clouds
381,Nanortalik,GL,60.1432,-45.2371,46.29,82,83,1.25,broken clouds
382,Taoudenni,ML,22.6783,-3.9836,100.81,6,0,5.39,clear sky
383,Stephenville,US,32.2207,-98.2023,107.73,16,0,5.75,clear sky
384,Nantucket,US,41.2835,-70.0995,75.99,94,100,9.22,mist
385,Lianzhou,CN,24.7811,112.3825,77.68,98,100,3.09,overcast clouds
386,Itacare,BR,-14.2775,-38.9967,73.06,76,3,10.0,clear sky
387,Frontignan,FR,43.4485,3.754,78.98,85,0,3.76,clear sky
388,Vostok,RU,46.4856,135.8833,60.22,92,97,1.23,overcast clouds
389,Marsabit,KE,2.3284,37.9899,65.86,57,97,24.0,overcast clouds
390,Opuwo,NA,-18.0607,13.84,59.54,33,1,6.08,clear sky
391,Bushehr,IR,28.9684,50.8385,87.89,74,20,0.0,haze
392,Manta,EC,-0.95,-80.7333,76.78,78,40,13.8,scattered clouds
393,Lompoc,US,34.6391,-120.4579,93.02,54,0,16.11,clear sky
394,Aripuana,BR,-9.1667,-60.6333,91.22,30,0,1.97,clear sky
395,Carbonia,IT,39.1672,8.5222,80.01,67,0,3.13,clear sky
396,Segezha,RU,63.7415,34.3222,54.01,89,32,6.13,scattered clouds
397,Hervey Bay,AU,-25.2986,152.8535,60.39,75,61,10.09,broken clouds
398,Vao,NC,-22.6667,167.4833,72.73,86,100,14.25,light rain
399,Antalaha,MG,-14.9003,50.2788,67.3,85,97,9.84,light rain
400,Cairns,AU,-16.9167,145.7667,62.55,88,4,5.75,clear sky
401,Zaltan,LY,32.947,11.8665,79.56,71,0,14.74,clear sky
402,Boda,CF,4.3189,17.4695,69.87,96,100,3.06,overcast clouds
403,Karonga,MW,-9.9333,33.9333,67.48,72,18,3.98,few clouds
404,Salalah,OM,17.0151,54.0924,78.89,89,100,3.44,overcast clouds
405,Ushumun,RU,52.7833,126.5333,65.21,86,97,2.48,overcast clouds
406,Saldanha,ZA,-33.0117,17.9442,50.05,78,0,12.84,clear sky
407,Harper,LR,4.375,-7.7169,74.44,78,92,9.8,overcast clouds
408,Aden,YE,12.7794,45.0367,82.78,74,98,20.67,overcast clouds
409,Pevek,RU,69.7008,170.3133,32.83,80,100,1.99,overcast clouds
410,Solnechnyy,RU,50.7214,136.6319,56.44,98,100,4.94,overcast clouds
411,Kachug,RU,53.9606,105.8817,58.89,94,100,2.68,overcast clouds
412,Klyuchi,RU,52.2667,79.1667,57.42,69,5,7.78,clear sky
413,Tukrah,LY,32.5341,20.5791,79.41,57,0,23.49,clear sky
414,Pychas,RU,56.5033,52.4409,65.08,93,98,10.63,light rain
415,Ostrovnoy,RU,68.0531,39.5131,53.62,88,6,9.01,clear sky
416,Sembe,CG,1.6481,14.5806,70.32,97,100,0.72,overcast clouds
417,Conakry,GN,9.538,-13.6773,78.87,94,75,18.41,light rain
418,Poum,NC,-20.2333,164.0167,73.4,88,55,9.84,broken clouds
419,Vanderhoof,CA,54.0166,-124.0198,76.89,41,92,10.29,overcast clouds
420,Great Falls,US,47.5002,-111.3008,85.39,14,0,33.38,clear sky
421,Parkes,AU,-33.1333,148.1833,32.36,81,7,6.13,clear sky
422,Tsabong,BW,-26.0217,22.401,56.73,40,0,11.27,clear sky
423,Saint George,US,37.1041,-113.5841,100.99,22,0,5.75,clear sky
424,Breyten,ZA,-26.3018,29.987,43.2,65,0,3.78,clear sky
425,Corrales,US,35.2378,-106.6067,100.87,19,40,8.01,scattered clouds
426,Gazanjyk,TM,39.2446,55.5154,92.98,12,0,12.28,clear sky
427,Menongue,AO,-14.6585,17.691,49.26,49,0,3.98,clear sky
428,Santo Antonio Da Platina,BR,-23.295,-50.0772,67.95,75,100,7.2,overcast clouds
429,Palmas,BR,-10.2128,-48.3603,87.67,35,0,4.61,clear sky
430,Vangaindrano,MG,-23.35,47.6,67.03,79,99,7.76,overcast clouds
431,High Level,CA,58.5169,-117.136,80.71,36,75,12.66,broken clouds
432,Acari,PE,-15.4311,-74.6158,69.49,64,65,5.5,broken clouds
433,Sangmelima,CM,2.9333,11.9833,68.0,95,100,4.18,overcast clouds
434,San Nicolas,PH,18.1725,120.5953,76.91,100,20,2.3,few clouds
435,Yulara,AU,-25.2406,130.9889,48.45,28,0,7.4,clear sky
436,Butembo,CD,0.15,29.2833,59.43,84,98,1.36,overcast clouds
437,Vila Velha,BR,-20.3297,-40.2925,75.15,82,0,6.91,clear sky
438,Fallon,US,39.4735,-118.7774,98.47,14,40,14.97,scattered clouds
439,Sur,OM,22.5667,59.5289,84.7,87,38,5.12,scattered clouds
440,Verkhnyaya Inta,RU,65.9811,60.3094,58.32,76,13,3.58,few clouds
441,Mpika,ZM,-11.8343,31.4529,56.14,68,54,8.95,broken clouds
442,Niamey,NE,13.5137,2.1098,75.49,100,20,4.61,few clouds
443,Portoferraio,IT,42.8115,10.3146,86.16,68,0,2.17,clear sky
444,Caramay,PH,10.1815,119.236,78.15,85,100,0.87,moderate rain
445,Dalby,AU,-27.1833,151.2667,49.8,61,67,6.11,broken clouds
446,Tshikapa,CD,-6.4167,20.8,77.32,33,33,0.72,scattered clouds
447,Sitka,US,57.0531,-135.33,53.49,94,100,8.05,light rain
448,Monrovia,LR,6.3005,-10.7969,76.39,78,95,15.17,light rain
449,Tateyama,JP,34.9833,139.8667,79.11,89,100,24.61,overcast clouds
450,Shimoda,JP,34.6667,138.95,78.1,93,100,16.28,overcast clouds
451,De-Kastri,RU,51.4667,140.7833,55.2,97,100,5.08,overcast clouds
452,Anadyr,RU,64.75,177.4833,50.5,53,40,26.84,scattered clouds
453,Houma,US,29.5958,-90.7195,90.01,81,84,8.57,broken clouds
454,Feijo,BR,-8.1642,-70.3536,81.5,68,59,1.1,broken clouds
455,Qena,EG,26.1615,32.7183,88.61,18,11,8.99,few clouds
456,Swift Current,CA,50.2834,-107.8014,81.41,47,40,14.97,scattered clouds
457,Basco,PH,20.4487,121.9702,84.88,79,67,14.54,broken clouds
458,Alice Springs,AU,-23.7,133.8833,40.55,48,85,1.14,overcast clouds
459,Sarkand,KZ,45.41,79.9186,63.03,52,80,3.78,broken clouds
460,Chuka,KE,-0.3332,37.6459,62.65,75,100,6.24,overcast clouds
461,Hazorasp,UZ,41.3194,61.0742,78.64,24,0,13.13,clear sky
462,Kismayo,SO,-0.3582,42.5454,75.56,78,89,18.88,light rain
463,Zhongshu,CN,24.5167,103.7667,63.72,99,92,4.34,overcast clouds
464,Pangkalanbuun,ID,-2.6833,111.6167,71.92,98,98,2.06,overcast clouds
465,Longyearbyen,SJ,78.2186,15.6401,51.64,66,75,18.41,broken clouds
466,Irbil,IQ,36.1926,44.0106,87.62,16,0,4.61,clear sky
467,Kosovska Mitrovica,XK,42.8833,20.8667,66.54,48,16,5.48,few clouds
468,Omaruru,NA,-21.4333,15.9333,55.72,32,0,7.47,clear sky
469,Mezen,RU,65.8522,44.24,56.86,85,100,5.21,overcast clouds
470,Terme,TR,41.2092,36.9739,71.53,73,100,8.81,overcast clouds
471,Gorontalo,ID,0.5412,123.0595,72.7,90,100,1.77,overcast clouds
472,Touros,BR,-5.1989,-35.4608,77.0,84,82,15.52,light rain
473,Matagami,CA,49.7502,-77.6328,84.31,42,40,9.22,scattered clouds
474,Rognan,NO,67.0953,15.3878,52.75,60,99,0.31,overcast clouds
475,Victoria,HK,22.2855,114.1577,86.38,80,100,8.99,overcast clouds
476,Yashkul,RU,46.1711,45.3435,79.95,47,19,7.99,few clouds
477,Maragogi,BR,-9.0122,-35.2225,75.16,82,9,12.48,clear sky
478,Gurupa,BR,-1.405,-51.64,77.9,79,99,3.44,overcast clouds
479,Auki,SB,-8.7676,160.7034,79.25,79,36,3.31,scattered clouds
480,Marigot,MF,18.0667,-63.0833,84.74,70,40,14.97,scattered clouds
481,Ozernovskiy,RU,51.5,156.5167,57.42,86,91,6.64,overcast clouds
482,Rincon,US,32.296,-81.2354,83.86,74,75,12.66,broken clouds
483,Turukhansk,RU,65.8167,87.9833,57.18,68,100,10.83,overcast clouds
484,Healdsburg,US,38.6105,-122.8692,104.11,34,0,10.36,clear sky
485,Jijiga,ET,9.35,42.8,63.59,66,90,18.3,overcast clouds
486,Farafangana,MG,-22.8167,47.8333,68.7,73,100,12.64,overcast clouds
487,Bogande,BF,12.9714,-0.1436,71.29,92,100,6.29,very heavy rain
488,Port Blair,IN,11.6667,92.75,80.94,84,99,7.7,overcast clouds
489,Yanji,CN,42.9075,129.5078,64.36,96,91,1.43,overcast clouds
490,Agirish,RU,61.9247,63.0231,58.53,59,0,1.41,clear sky
491,Barentu,ER,15.1139,37.5928,70.63,74,67,11.61,broken clouds
492,Giehun,SL,7.8833,-11.05,71.01,97,97,3.89,overcast clouds
493,Vardo,NO,70.3705,31.1107,55.38,82,28,6.91,scattered clouds
494,Isla Vista,US,34.4133,-119.861,99.37,33,9,5.97,clear sky
495,Seabra,BR,-12.4186,-41.7703,65.79,62,85,5.06,overcast clouds
496,Placido De Castro,BR,-10.3353,-67.1856,84.25,54,10,2.64,clear sky
497,Krasni Okny,UA,47.5404,29.46,58.41,61,43,4.9,scattered clouds
498,Strelka,RU,58.0728,93.0344,54.34,99,99,4.9,light rain
499,Danilovka,RU,50.3557,44.1168,60.75,67,0,11.81,clear sky
500,Strezhevoy,RU,60.7333,77.5889,58.71,71,100,6.93,overcast clouds
501,Zdvinsk,RU,54.7021,78.661,53.53,89,20,7.29,few clouds
502,Mudgee,AU,-32.5943,149.5871,38.43,81,32,4.65,scattered clouds
503,Cadiz,ES,36.5,-5.75,75.13,78,1,2.19,clear sky
504,Phek,IN,25.6667,94.5,59.99,99,94,1.19,overcast clouds
505,Meadow Lake,US,34.8014,-106.5436,99.54,18,27,4.14,scattered clouds
506,Siniscola,IT,40.5719,9.6922,78.35,62,0,3.4,clear sky
507,Kihei,US,20.785,-156.4656,84.22,68,40,24.16,scattered clouds
508,Aldan,RU,58.6031,125.3894,64.08,85,97,2.62,overcast clouds
509,Chibombo,ZM,-14.6569,28.0706,52.65,76,5,4.97,clear sky
510,Fukue,JP,32.6881,128.8419,80.6,88,100,27.04,heavy intensity rain
511,Araouane,ML,18.9048,-3.5265,92.7,33,25,10.76,light rain
512,Quelimane,MZ,-17.8786,36.8883,67.95,94,0,0.0,clear sky
513,Pisco,PE,-13.7,-76.2167,64.45,72,0,8.05,clear sky
514,Mocuba,MZ,-16.8392,36.9856,63.95,97,50,1.63,scattered clouds
515,Tayum,PH,17.6172,120.6542,81.39,91,92,2.89,overcast clouds
516,Uporovo,RU,56.3109,66.2693,58.48,79,2,2.66,clear sky
517,Palu,ID,-0.8917,119.8707,74.71,90,98,3.27,overcast clouds
518,Nuuk,GL,64.1835,-51.7216,50.61,62,75,3.44,broken clouds
519,Novouzensk,RU,50.4592,48.1431,70.47,71,1,15.08,clear sky
520,Gweru,ZW,-19.45,29.8167,52.97,74,100,8.79,overcast clouds
521,Sanand,IN,22.9833,72.3833,84.42,81,100,10.16,overcast clouds
522,Varnamo,SE,57.186,14.04,62.06,85,65,1.99,broken clouds
523,Launceston,AU,-41.45,147.1667,32.14,89,100,4.61,overcast clouds
524,Terra Santa,BR,-2.1042,-56.4869,81.72,59,65,4.29,broken clouds
525,Urut,AM,41.0714,44.3964,61.02,66,88,1.63,overcast clouds
526,Borogontsy,RU,62.6683,131.1683,72.81,65,75,7.65,broken clouds
527,Santa Fe,AR,-31.6333,-60.7,62.01,57,1,5.01,light rain
528,Nkhotakota,MW,-12.9274,34.2961,70.43,65,98,3.91,overcast clouds
529,Bandar-E Lengeh,IR,26.5579,54.8807,91.51,75,34,4.61,haze
530,Erzin,TR,36.9559,36.2,76.57,69,0,1.12,clear sky
531,Honningsvag,NO,70.9821,25.9704,53.35,94,0,4.61,clear sky
532,The Valley,AI,18.217,-63.0578,84.81,70,20,14.97,few clouds
533,Overath,DE,50.9328,7.2839,78.39,57,9,4.5,clear sky
534,Bucksport,US,44.5737,-68.7956,76.3,91,100,11.01,overcast clouds
535,Dhidhdhoo,MV,6.8833,73.1,81.97,72,100,14.09,overcast clouds
536,Qasigiannguit,GL,68.8193,-51.1922,52.05,76,67,0.45,broken clouds
537,Manoharpur,IN,27.3,75.95,88.11,58,98,5.99,overcast clouds
538,Chumikan,RU,54.7183,135.315,52.41,99,100,12.57,light rain
539,Katsuura,JP,35.1333,140.3,78.87,88,100,18.03,overcast clouds
540,Miles City,US,46.4083,-105.8406,99.57,18,0,12.66,clear sky
541,Natal,BR,-5.795,-35.2094,77.22,94,75,9.22,light rain
542,Kungurtug,RU,50.5994,97.5228,50.77,98,100,3.06,moderate rain
543,Astoria,US,46.1879,-123.8313,72.72,67,100,3.44,overcast clouds
544,Hailey,US,43.5196,-114.3153,84.9,20,0,28.01,clear sky
545,Znamenskoye,RU,57.1281,73.8282,55.04,83,84,5.12,broken clouds
546,Malatya,TR,38.5,38.0,73.45,44,0,3.44,clear sky
547,Dongsheng,CN,39.8161,109.9776,71.78,35,100,14.25,overcast clouds
548,Usinsk,RU,65.9939,57.5281,60.66,73,25,4.7,scattered clouds
549,Keti Bandar,PK,24.1447,67.4497,82.4,85,87,10.02,overcast clouds
550,Palmer,US,42.1584,-72.3287,76.21,85,100,8.05,mist
551,Alyangula,AU,-13.8483,136.4192,69.04,78,83,7.56,broken clouds
552,Norden,DE,53.6,7.2,66.94,66,9,4.88,clear sky
553,Lata,PT,40.1629,-8.3327,59.92,96,4,1.52,clear sky
554,Nizhniy Odes,RU,63.6445,54.856,60.4,80,87,4.29,overcast clouds
555,Amvrosiyivka,UA,47.7935,38.4777,58.86,60,0,7.76,clear sky
556,Kamenka,RU,51.3223,42.7678,56.23,83,0,11.83,clear sky
557,Parrita,CR,9.5201,-84.3225,79.93,85,95,1.14,overcast clouds
558,Tiarei,PF,-17.5333,-149.3333,82.42,73,13,5.79,light rain
559,Townsville,AU,-19.25,146.8,52.68,100,0,0.0,clear sky
560,Beira,MZ,-19.8436,34.8389,68.09,100,75,5.75,broken clouds
561,Xunchang,CN,28.4543,104.715,73.33,89,100,1.23,overcast clouds
562,Mutsu,JP,41.2894,141.2169,72.77,81,20,3.33,few clouds
563,Langxiang,CN,46.95,128.8833,64.15,99,100,2.42,overcast clouds
564,San Luis,AR,-33.295,-66.3356,48.11,35,8,14.09,clear sky
565,Kavaratti,IN,10.5669,72.642,80.1,81,100,22.48,overcast clouds
566,Wajima,JP,37.4,136.9,74.32,93,100,13.73,light rain
567,Makakilo City,US,21.3469,-158.0858,82.69,67,75,17.27,light rain
568,Boa Vista,BR,2.8197,-60.6733,80.58,83,75,5.75,moderate rain
569,Palmas Bellas,PA,9.2319,-80.0867,82.26,87,100,6.38,overcast clouds
570,Champerico,GT,14.3,-91.9167,93.74,71,57,6.8,broken clouds
571,Riyadh,SA,24.6877,46.7219,95.14,13,37,3.98,scattered clouds
572,Kilrush,IE,52.6397,-9.4833,65.95,94,100,4.43,overcast clouds
573,Rapid Valley,US,44.0625,-103.1463,106.38,17,20,15.99,few clouds
574,Killybegs,IE,54.6333,-8.45,61.38,94,100,5.03,overcast clouds
575,Homestead,US,25.4687,-80.4776,92.01,70,75,11.5,broken clouds
576,Charters Towers,AU,-20.1,146.2667,58.46,61,0,5.53,clear sky
577,Vagur,FO,61.4732,-6.8119,51.03,88,100,15.35,overcast clouds
578,Rosas,CO,2.2609,-76.7399,73.92,50,79,3.2,broken clouds
579,Kadaya,RU,50.9327,119.2911,62.42,82,42,2.82,scattered clouds
580,Springbok,ZA,-29.6643,17.8865,50.0,71,18,4.32,few clouds
581,Nadvoitsy,RU,63.8667,34.3167,52.57,92,40,5.08,scattered clouds
582,Miyako,JP,39.6367,141.9525,73.89,83,90,0.31,overcast clouds
583,Antofagasta,CL,-23.65,-70.4,56.48,76,16,4.43,few clouds
584,Xiaoweizhai,CN,26.1903,107.5125,72.37,99,100,2.8,overcast clouds
585,Mayo,US,38.8876,-76.5119,92.39,77,40,16.11,scattered clouds
586,Cayenne,GF,4.9333,-52.3333,82.09,1,75,4.61,mist
587,Nova Olimpia,BR,-14.7972,-57.2881,79.27,36,46,3.09,scattered clouds
588,Pandamatenga,BW,-18.5278,25.627,53.76,59,10,5.1,clear sky
589,Las Palmas,ES,28.4204,-14.0131,70.59,83,20,12.66,few clouds
590,Envira,BR,-7.3,-70.2167,76.89,83,71,2.39,broken clouds
591,Puerto Ayacucho,VE,5.6639,-67.6236,79.68,86,98,2.93,overcast clouds
592,Rabo De Peixe,PT,37.8,-25.5833,71.11,88,75,4.61,broken clouds
593,Dharmadam,IN,11.7833,75.4333,76.53,86,97,1.95,overcast clouds
594,Albanel,CA,48.8832,-72.4487,86.14,54,68,5.75,broken clouds
595,Ambovombe,MG,-25.1667,46.0833,64.99,78,1,15.97,clear sky
596,Progreso,MX,21.2833,-89.6667,86.11,70,59,12.77,broken clouds
597,Berbera,SO,10.4396,45.0143,91.0,35,100,29.39,overcast clouds
598,Sosnogorsk,RU,63.6023,53.8817,61.09,77,80,4.47,broken clouds
599,Otradnoye,RU,59.7775,30.8181,55.45,92,53,4.56,broken clouds
600,Birao,CF,10.2849,22.7882,71.37,93,92,3.78,light rain
601,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,55.44,60,100,4.76,overcast clouds
602,Bocana De Paiwas,NI,12.7857,-85.1227,77.29,94,100,9.86,overcast clouds
603,Shenjiamen,CN,29.9576,122.298,77.0,96,100,2.01,overcast clouds
604,Sabang,ID,5.8933,95.3214,82.31,73,19,14.03,few clouds
605,Te Anau,NZ,-45.4167,167.7167,42.62,96,100,4.18,light rain
606,Talakan,RU,50.3167,130.3667,65.79,95,100,2.91,overcast clouds
607,Port Hardy,CA,50.6996,-127.4199,59.18,82,100,8.05,overcast clouds
608,Cilegon,ID,-6.0174,106.0538,77.32,87,32,4.79,scattered clouds
609,Le Vauclin,MQ,14.5452,-60.8388,84.25,65,40,13.8,scattered clouds
610,Abu Kamal,SY,34.4506,40.9171,91.08,17,0,2.51,clear sky
611,Villa Juarez,MX,24.6536,-107.5411,95.25,54,40,9.22,scattered clouds
612,Saint-Pierre,RE,-21.3393,55.4781,68.92,69,0,26.46,clear sky
613,Salekhard,RU,66.53,66.6019,59.2,66,100,6.26,overcast clouds
614,Rovaniemi,FI,66.5,25.7167,56.61,82,100,4.61,light rain
615,Lakes Entrance,AU,-37.8811,147.981,41.16,77,98,3.76,light rain
616,Itaporanga,BR,-7.3044,-38.1503,76.87,44,18,6.93,few clouds
617,Tanout,NE,14.9709,8.8879,87.98,44,73,9.75,broken clouds
618,Madison,US,34.7334,-86.5667,83.1,72,0,5.01,clear sky
619,Bozeman,US,45.6796,-111.0386,95.49,13,0,28.77,clear sky
620,Caravelas,BR,-17.7125,-39.2481,70.86,75,38,4.88,scattered clouds
621,Hithadhoo,MV,-0.6,73.0833,81.37,76,100,11.12,overcast clouds
622,Zhireken,RU,52.8249,117.3076,60.66,78,0,0.76,clear sky
623,Bad Doberan,DE,54.1071,11.9005,64.11,86,65,5.3,broken clouds
624,Quetta,PK,30.199,67.0097,74.07,71,7,4.72,clear sky
625,Pahrump,US,36.2083,-115.9839,103.5,21,66,7.0,broken clouds
626,Aklavik,CA,68.2191,-135.0107,67.8,58,100,13.04,overcast clouds
627,Assiniboia,CA,49.6334,-105.9845,84.02,32,40,17.27,scattered clouds
628,Mpanda,TZ,-6.3655,31.0409,63.7,52,39,0.78,scattered clouds
629,Strathpeffer,GB,57.588,-4.5382,62.29,87,72,2.53,broken clouds
630,Mizque,BO,-17.941,-65.3402,67.35,55,99,6.02,overcast clouds
631,Port Hawkesbury,CA,45.6169,-61.3485,83.32,47,40,13.8,scattered clouds
632,Berlevag,NO,70.8578,29.0864,59.0,72,20,4.61,few clouds
633,Saint Anthony,US,45.0205,-93.218,97.66,44,0,13.8,clear sky
634,Puqi,CN,29.7167,113.8833,78.35,85,100,2.35,overcast clouds
635,Djenne,ML,13.9061,-4.5533,87.49,52,81,14.38,broken clouds
636,Aykhal,RU,66.0,111.5,47.71,87,100,5.61,overcast clouds
637,Soni,TZ,-4.85,38.3667,56.7,95,32,2.57,scattered clouds
638,Sorland,NO,67.667,12.6934,51.66,84,88,13.0,overcast clouds
639,Baruun-Urt,MN,46.6806,113.2792,63.61,47,0,3.53,clear sky
640,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,46,0,23.02,clear sky
641,Seydi,TM,39.4816,62.9137,89.06,21,0,19.46,clear sky
642,Unai,BR,-16.3575,-46.9061,71.67,39,0,4.03,clear sky
643,Salisbury,GB,51.0693,-1.7957,79.09,45,0,5.75,clear sky
644,Chelno-Vershiny,RU,54.4333,51.1,65.37,97,100,8.63,moderate rain
645,Bandarbeyla,SO,9.4942,50.8122,75.76,79,78,35.16,broken clouds
646,Gloversville,US,43.0528,-74.3438,77.04,87,100,5.75,overcast clouds
647,Abha,SA,18.2164,42.5053,69.62,43,0,0.0,clear sky
648,Chabahar,IR,25.2919,60.643,86.11,80,90,14.5,overcast clouds
649,Olinda,BR,-8.0089,-34.8553,78.53,69,75,16.11,broken clouds
650,Riohacha,CO,11.5444,-72.9072,87.91,66,40,16.11,scattered clouds
651,Vinh,VN,18.6667,105.6667,80.91,82,98,3.4,overcast clouds
652,Rock Sound,BS,24.9,-76.2,82.72,73,5,10.69,clear sky
653,Porto Nacional,BR,-10.7081,-48.4172,87.8,28,3,3.78,clear sky
654,Siavonga,ZM,-16.5382,28.7088,62.78,61,30,3.6,scattered clouds
655,Ola,RU,59.5833,151.2833,57.15,86,93,7.29,overcast clouds
656,Nome,US,64.5011,-165.4064,41.07,87,100,24.16,moderate rain
657,Letpadan,MM,17.7833,95.75,77.43,95,100,4.38,overcast clouds
658,Manuk Mangkaw,PH,4.8,119.85,82.4,73,100,7.81,light rain
659,Amurzet,RU,47.6967,131.0981,63.16,94,93,8.68,overcast clouds
660,Krasnoselkup,RU,65.7,82.4667,49.1,88,59,9.6,broken clouds
661,San Patricio,US,28.017,-97.5169,98.19,47,57,16.64,broken clouds
662,Pogradec,AL,40.9025,20.6525,64.85,49,1,4.56,clear sky
663,Awjilah,LY,29.1081,21.2869,86.5,25,0,12.64,clear sky
664,Santa Cruz,BO,-17.8,-63.1667,80.06,57,75,11.5,broken clouds
665,Inirida,CO,3.8653,-67.9239,79.45,93,77,1.03,broken clouds
666,Fortuna Foothills,US,32.6578,-114.4119,110.55,23,0,12.66,clear sky
667,Shingu,JP,33.7333,135.9833,80.26,86,100,7.96,moderate rain
668,Lamu,KE,-2.2717,40.902,75.42,78,33,18.19,light rain
669,Biu,NG,10.6129,12.1946,69.24,82,84,4.25,broken clouds
670,Ladario,BR,-19.0047,-57.6017,87.89,54,0,3.44,clear sky
671,Peniche,PT,39.3558,-9.3811,68.29,87,3,9.28,clear sky
672,Salinas,US,36.6777,-121.6555,94.01,52,0,14.97,clear sky
673,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.94,81,97,2.3,overcast clouds
674,Oranjemund,NA,-28.55,16.4333,55.58,94,39,6.8,scattered clouds
675,Lagoa,PT,39.05,-27.9833,69.53,88,95,12.37,overcast clouds
676,Hearst,CA,49.6835,-83.6665,86.25,49,75,11.21,broken clouds
677,Livingstone,ZM,-17.8419,25.8543,54.01,57,7,4.18,clear sky
678,Rexburg,US,43.826,-111.7897,87.78,23,0,25.32,clear sky
679,Cukai,MY,4.25,103.4167,78.75,90,100,4.05,overcast clouds
680,Nago,JP,26.5881,127.9761,84.63,87,100,13.53,overcast clouds
681,Cobija,BO,-11.0267,-68.7692,82.15,58,1,1.48,clear sky
682,Nisia Floresta,BR,-6.0911,-35.2086,77.38,90,69,10.09,broken clouds
683,Margate,GB,51.3813,1.3862,77.31,54,48,3.0,scattered clouds
684,Aljezur,PT,37.3191,-8.8033,65.26,91,0,9.26,clear sky
685,Sri Aman,MY,1.2376,111.4621,73.45,94,100,0.0,overcast clouds
686,Camana,PE,-16.6228,-72.7111,62.69,78,73,8.48,broken clouds
687,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,88,75,8.43,broken clouds
688,Zunyi,CN,27.6867,106.9072,70.02,98,99,1.3,overcast clouds
689,Cangucu,BR,-31.395,-52.6756,49.21,93,1,2.75,clear sky
690,Matehuala,MX,23.65,-100.65,87.01,21,3,6.4,clear sky
691,Marsa Matruh,EG,31.3525,27.2453,76.98,77,0,12.88,clear sky
692,Abay,KZ,49.6311,72.8539,57.58,74,50,4.9,scattered clouds
693,Coihaique,CL,-45.5752,-72.0662,40.95,70,75,4.61,broken clouds
694,Kargasok,RU,59.0556,80.8572,54.55,81,74,9.26,broken clouds
695,Molochnoye,RU,59.2917,39.6787,55.49,94,100,9.66,light rain
696,Ansermanuevo,CO,4.7972,-75.995,83.17,74,20,6.2,few clouds
697,Arman,RU,59.7,150.1667,57.02,84,100,3.76,overcast clouds
