City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
241,Ust-Maya,RU,2022-07-13 01:07:00,60.4167,134.5333,63.55,92,99,5.37
242,Buritis,BR,2022-07-13 01:07:01,-15.6178,-46.4233,67.1,46,5,2.42
243,Orocue,CO,2022-07-13 01:07:01,4.7912,-71.3354,74.08,94,93,6.62
244,Airai,TL,2022-07-13 01:05:35,-8.9266,125.4092,62.83,62,100,3.76
245,Mount Isa,AU,2022-07-13 01:06:55,-20.7333,139.5,60.57,31,0,14.97
246,Mount Gambier,AU,2022-07-13 01:07:02,-37.8333,140.7667,51.78,73,46,4.29
247,Conway,US,2022-07-13 01:07:03,35.0887,-92.4421,78.6,60,38,3.71
248,Kahului,US,2022-07-13 01:03:30,20.8947,-156.47,82.98,92,42,8.99
249,Balasheyka,RU,2022-07-13 01:07:04,53.2841,48.0851,64.83,78,100,1.72
250,Cabo San Lucas,MX,2022-07-13 01:02:12,22.8909,-109.9124,87.62,64,0,11.86
251,Nago,JP,2022-07-13 01:07:04,26.5881,127.9761,92.25,73,100,5.39
252,Cozumel,MX,2022-07-13 01:03:56,20.5083,-86.9458,82.47,82,75,5.99
253,Orotukan,RU,2022-07-13 01:07:05,62.2667,151.7,85.64,38,69,12.59
254,Robertsport,LR,2022-07-13 01:07:06,6.7533,-11.3686,76.41,87,73,8.75
255,Qeshm,IR,2022-07-13 01:07:06,26.9581,56.2719,89.11,80,30,10.56
256,Wronki,PL,2022-07-13 01:07:07,52.7105,16.3804,62.62,87,99,8.79
257,Cidreira,BR,2022-07-13 01:07:07,-30.1811,-50.2056,52.61,70,85,7.94
258,Lyantonde,UG,2022-07-13 01:07:08,-0.4031,31.1572,66.42,64,100,8.95
259,Solginskiy,RU,2022-07-13 01:07:08,61.05,41.3428,62.64,97,100,6.11
260,Hengyang,CN,2022-07-13 01:07:09,26.8881,112.615,87.58,69,4,5.37
261,Ilulissat,GL,2022-07-13 01:07:09,69.2167,-51.1,44.62,81,93,2.3
262,Dicabisagan,PH,2022-07-13 01:07:10,17.0818,122.4157,78.46,88,100,5.41
263,Kokopo,PG,2022-07-13 01:04:46,-4.352,152.2633,85.96,62,5,10.78
264,Souris,CA,2022-07-13 01:07:10,49.6172,-100.2612,75.74,78,0,7.05
265,Seoul,KR,2022-07-13 01:05:04,37.5683,126.9778,76.57,94,100,8.05
266,Coquimbo,CL,2022-07-13 01:04:15,-29.9533,-71.3436,56.12,79,1,3.31
267,Severo-Yeniseyskiy,RU,2022-07-13 01:07:11,60.3725,93.0408,49.6,88,100,2.93
268,Itarema,BR,2022-07-13 01:07:12,-2.9248,-39.9167,77.54,87,12,12.86
269,Phibun Mangsahan,TH,2022-07-13 01:07:12,15.2447,105.2291,75.69,95,100,7.23
270,Sokolka,PL,2022-07-13 01:07:13,53.4072,23.5023,57.65,97,100,17.6
271,Chabahar,IR,2022-07-13 01:07:13,25.2919,60.643,83.95,81,87,2.26
272,Ostrovnoy,RU,2022-07-13 01:07:14,68.0531,39.5131,56.62,99,98,4.7
273,Tuatapere,NZ,2022-07-13 01:08:14,-46.1333,167.6833,43.61,94,100,9.73
274,Sao Filipe,CV,2022-07-13 01:08:15,14.8961,-24.4956,74.95,82,38,7.27
275,Port Moresby,PG,2022-07-13 01:08:16,-9.4431,147.1797,83.26,69,67,8.19
276,Husavik,IS,2022-07-13 01:08:16,66.0449,-17.3389,42.67,90,100,18.05
277,Ugoofaaru,MV,2022-07-13 01:08:17,5.6667,73.0,81.79,75,99,12.33
278,Kangaatsiaq,GL,2022-07-13 01:08:17,68.3065,-53.4641,41.27,82,99,2.55
279,Bowen,AU,2022-07-13 01:08:18,-20.0167,148.2333,67.55,47,0,9.91
280,Usogorsk,RU,2022-07-13 01:08:19,63.4106,48.6872,62.64,87,17,4.14
281,Kikwit,CD,2022-07-13 01:08:19,-5.041,18.8162,72.59,36,6,3.13
282,Siniscola,IT,2022-07-13 01:08:19,40.5719,9.6922,69.35,62,0,4.47
283,Bryan,US,2022-07-13 01:05:57,30.6744,-96.37,101.88,39,40,11.5
284,Shelburne,CA,2022-07-13 01:05:32,44.0787,-80.2041,63.12,89,58,8.19
285,Taman,RU,2022-07-13 01:08:20,45.2117,36.7161,73.92,56,0,10.18
286,Saint-Joseph,RE,2022-07-13 01:08:21,-21.3667,55.6167,66.58,67,51,12.08
287,Manado,ID,2022-07-13 01:08:21,1.487,124.8455,88.57,66,20,2.3
288,Zhangye,CN,2022-07-13 01:08:22,38.9342,100.4517,80.42,35,38,7.9
289,Playa Vicente,MX,2022-07-13 01:08:22,17.8333,-95.8167,80.01,86,100,1.81
290,Pec,XK,2022-07-13 01:08:22,42.6591,20.2883,55.04,66,6,5.99
291,Neiafu,TO,2022-07-13 01:08:23,-18.65,-173.9833,83.08,74,40,13.8
292,Avera,US,2022-07-13 01:08:23,33.194,-82.5271,80.11,77,100,3.8
293,Ucluelet,CA,2022-07-13 01:08:24,48.9329,-125.5528,61.09,81,77,7.0
294,Muros,ES,2022-07-13 01:08:24,42.7762,-9.0603,74.16,77,17,6.4
